Date,pnl_net
2026-02-14,-56.2684
2026-02-15,-140.671
2026-02-16,118.54987353253387
2026-02-17,1195.4880656397982
2026-02-18,-2318.688104461819
2026-02-19,1235.0315665960372
2026-02-20,-1175.6474195945625
2026-02-21,-28.1342
2026-02-22,0.0
2026-02-23,-2385.138133073835
2026-02-24,-6696.377996150905
2026-02-25,6276.844588421608
2026-02-26,-110.9529417456154
2026-02-27,2170.9604629494074
2026-02-28,-28.1342
2026-03-01,0.0
2026-03-02,-38.46315391100959
2026-03-03,0.0
2026-03-04,700.0384938534348
2026-03-05,303.75008559135284
2026-03-06,1620.0708705667278
2026-03-07,0.0
2026-03-08,0.0
2026-03-09,1244.5871982391293
2026-03-10,-1448.1386377083031
2026-03-11,-809.7744740573265
2026-03-12,-554.0731408902116
2026-03-13,2070.2925419707226
2026-03-14,0.0
2026-03-15,0.0
2026-03-16,-1954.6180811129393
2026-03-17,-324.1194450137361
2026-03-18,2034.1081694925483
2026-03-19,-3101.862043678092
2026-03-20,-1569.9882241145308
2026-03-21,-28.1342
2026-03-22,-28.1342
2026-03-23,865.3749243034802
2026-03-24,2328.825296390733
2026-03-25,-3456.1515529688677
2026-03-26,0.0
2026-03-27,5617.459491608914
2026-03-28,0.0
2026-03-29,-28.1342
2026-03-30,1284.1663157732778
