Date,AUBANK.NS,AXISBANK.NS,BANDHANBNK.NS,BANKBARODA.NS,CANBK.NS,FEDERALBNK.NS,HDFCBANK.NS,ICICIBANK.NS,IDFCFIRSTB.NS,INDUSINDBK.NS,KOTAKBANK.NS,PNB.NS,SBIN.NS,UNIONBANK.NS
2018-02-01,329.17236328125,589.6029052734375,,135.06068420410156,57.68547439575195,91.52751922607422,933.5292358398438,335.104248046875,54.77891159057617,1711.3743896484375,1115.115966796875,155.46176147460938,282.39739990234375,114.08842468261719
2018-02-02,317.4037780761719,561.8534545898438,,135.814208984375,54.43312072753906,87.53990173339844,913.2986450195312,324.3600158691406,51.458980560302734,1678.823486328125,1080.2979736328125,150.17300415039062,274.36981201171875,110.1156234741211
2018-02-05,307.3483581542969,563.196044921875,,139.626220703125,55.54346466064453,88.38433074951172,897.287841796875,319.1330871582031,51.70309066772461,1632.785400390625,1056.7213134765625,151.8895263671875,275.0156555175781,109.38152313232422
2018-02-06,299.651611328125,560.659912109375,,136.92234802246094,55.77078628540039,87.39917755126953,889.2941284179688,320.1010437011719,50.09194564819336,1604.0472412109375,1028.41943359375,149.43069458007812,269.20257568359375,108.17240905761719
2018-02-07,301.91094970703125,556.333251953125,,136.4790802001953,54.96643829345703,87.63372802734375,878.0420532226562,321.8917541503906,50.97075653076172,1583.935302734375,1030.906494140625,145.25537109375,270.1714172363281,106.79056549072266
2018-02-08,299.651611328125,565.38427734375,,138.4737548828125,56.50518035888672,88.900390625,881.863037109375,323.1500549316406,51.996028900146484,1592.6090087890625,1046.2762451171875,147.85337829589844,278.10675048828125,108.08605194091797
2018-02-09,294.7108154296875,554.54296875,,138.51808166503906,56.15547180175781,88.99420928955078,867.1181030273438,316.2776184082031,51.94720458984375,1572.592529296875,1026.6287841796875,145.4873504638672,273.4931640625,109.03605651855469
2018-02-12,296.4736328125,561.1571044921875,,149.5108642578125,57.318267822265625,89.22877502441406,879.8470458984375,315.79364013671875,52.38661193847656,1608.765380859375,1037.521728515625,149.98741149902344,266.4344177246094,110.02925872802734
2018-02-14,294.93426513671875,540.9667358398438,,146.98431396484375,53.99597930908203,89.27568817138672,882.89453125,308.7276611328125,52.53307342529297,1615.10400390625,1037.024169921875,135.3273468017578,254.85433959960938,104.67461395263672
2018-02-15,293.29559326171875,540.7677612304688,,141.00033569335938,54.26700973510742,88.80656433105469,882.3084716796875,318.11676025390625,51.996028900146484,1607.1927490234375,1036.7259521484375,118.99713134765625,257.1611328125,103.81097412109375
2018-02-16,289.49688720703125,534.9491577148438,,135.10499572753906,53.759925842285156,90.2608642578125,880.7613525390625,310.76031494140625,51.84955978393555,1581.21875,1044.73388671875,116.49193572998047,250.6559295654297,102.21321105957031
2018-02-19,285.3257141113281,537.6346435546875,,127.52529907226562,53.19163513183594,87.91520690917969,880.57373046875,309.5019836425781,51.01957702636719,1554.1007080078125,1050.7030029296875,108.09486389160156,247.7493896484375,94.6994400024414
2018-02-20,285.99609375,528.8324584960938,,128.36749267578125,54.42437744140625,86.1794204711914,873.5411376953125,307.08209228515625,50.97075653076172,1546.7137451171875,1040.357177734375,108.1412582397461,248.810546875,96.16763305664062
2018-02-21,287.9078674316406,532.9102783203125,,129.34263610839844,54.50306701660156,86.3201675415039,870.8219604492188,308.9696044921875,51.117218017578125,1519.595947265625,1049.5587158203125,108.83715057373047,252.17843627929688,94.5267105102539
