Date,equity_gross
2023-09-22,159278.11131387283
2023-09-23,159278.11131387283
2023-09-24,159278.11131387283
2023-09-25,159671.78393989673
2023-09-26,160167.01827878642
2023-09-27,160292.50970176116
2023-09-28,160147.12934056064
2023-09-29,160808.30314851302
2023-09-30,160808.30314851302
2023-10-01,160808.30314851302
2023-10-02,160808.30314851302
2023-10-03,157914.2098212852
2023-10-04,159209.16453613373
2023-10-05,156000.19244026113
2023-10-06,155368.57277547324
2023-10-07,155368.57277547324
2023-10-08,155368.57277547324
2023-10-09,153462.74289581153
2023-10-10,154604.57224303787
2023-10-11,158135.23148662274
2023-10-12,162006.81863461388
2023-10-13,160467.2262821542
2023-10-14,160467.2262821542
2023-10-15,160467.2262821542
2023-10-16,161563.4470075288
2023-10-17,163908.4287519297
2023-10-18,163032.74664391382
2023-10-19,163169.27942464757
2023-10-20,162092.1276853197
2023-10-21,162092.1276853197
2023-10-22,162092.1276853197
2023-10-23,163507.95017918688
2023-10-24,163507.95017918688
2023-10-25,164689.2992006864
2023-10-26,164365.15118875584
2023-10-27,165745.92893039237
2023-10-28,165745.92893039237
2023-10-29,165745.92893039237
2023-10-30,166422.38964892662
2023-10-31,166637.6125970325
2023-11-01,166861.89367328957
2023-11-02,166495.27003343144
2023-11-03,167353.67164919802
2023-11-04,167353.67164919802
2023-11-05,167353.67164919802
2023-11-06,167565.9133244261
2023-11-07,167417.39966381702
2023-11-08,167333.5162934087
2023-11-09,165918.61005960888
2023-11-10,165672.84043052787
2023-11-11,165672.84043052787
2023-11-12,165672.84043052787
2023-11-13,165365.82000494306
2023-11-14,165365.82000494306
2023-11-15,167307.01738899003
2023-11-16,169448.80902351442
2023-11-17,166949.7801547446
2023-11-18,166949.7801547446
2023-11-19,166949.7801547446
2023-11-20,166822.8610365958
2023-11-21,167841.43020444535
2023-11-22,166794.7039615447
2023-11-23,169023.1528225462
2023-11-24,171125.65376427653
2023-11-25,171125.65376427653
2023-11-26,171125.65376427653
2023-11-27,171125.65376427653
2023-11-28,170333.16617074743
2023-11-29,170661.2479542698
2023-11-30,169841.50580561146
2023-12-01,170846.41607398435
2023-12-02,170846.41607398435
2023-12-03,170846.41607398435
2023-12-04,175130.0762873423
2023-12-05,177733.77576382423
2023-12-06,175737.45118210645
2023-12-07,176568.61140422267
2023-12-08,175840.40096909238
2023-12-09,175840.40096909238
2023-12-10,175840.40096909238
2023-12-11,175629.57426058874
2023-12-12,174643.2986233529
2023-12-13,178147.33573011373
2023-12-14,175639.53965254273
2023-12-15,167649.2778682905
2023-12-16,167649.2778682905
2023-12-17,167649.2778682905
2023-12-18,166538.3428177893
2023-12-19,169290.95553213506
2023-12-20,170159.59353707253
2023-12-21,172289.9830627401
2023-12-22,168215.23956195358
2023-12-23,168215.23956195358
2023-12-24,168215.23956195358
2023-12-25,168215.23956195358
2023-12-26,171626.95029414276
2023-12-27,172718.8703793381
2023-12-28,175834.92182179375
2023-12-29,175219.17875903234
2023-12-30,175219.17875903234
2023-12-31,175219.17875903234
2024-01-01,173722.47710687105
2024-01-02,175838.46377266035
2024-01-03,182932.63636187924
2024-01-04,183884.4892538501
2024-01-05,179271.71661840862
2024-01-06,179271.71661840862
2024-01-07,179271.71661840862
2024-01-08,178489.71505800568
2024-01-09,176380.3077541258
2024-01-10,176209.61338240525
2024-01-11,175353.10356110544
2024-01-12,167704.79571193986
2024-01-13,167704.79571193986
2024-01-14,167704.79571193986
2024-01-15,167892.6788180328
2024-01-16,170233.8125911256
2024-01-17,159763.63366464007
2024-01-18,155980.2622153755
2024-01-19,154665.43255325715
2024-01-20,154665.43255325715
2024-01-21,154665.43255325715
2024-01-22,154665.43255325715
2024-01-23,154801.16800374308
2024-01-24,153914.2313074618
2024-01-25,152590.59428141316
2024-01-26,152590.59428141316
2024-01-27,152590.59428141316
2024-01-28,152590.59428141316
2024-01-29,152346.2027040902
2024-01-30,152185.12880952467
2024-01-31,156689.13551666753
2024-02-01,156021.36014254807
2024-02-02,146663.57703607337
2024-02-03,146663.57703607337
2024-02-04,146663.57703607337
2024-02-05,145488.72165988488
2024-02-06,137390.9674392704
2024-02-07,141984.63582391464
2024-02-08,136276.26754609233
2024-02-09,140220.92144291842
2024-02-10,140220.92144291842
2024-02-11,140220.92144291842
2024-02-12,136247.10823113355
2024-02-13,136081.4672884546
2024-02-14,140861.0007794758
2024-02-15,143719.79612592954
2024-02-16,142248.77310042654
2024-02-17,142248.77310042654
2024-02-18,142248.77310042654
2024-02-19,144921.26091061058
2024-02-20,151545.97168168463
2024-02-21,154296.70201208975
2024-02-22,148884.26438817062
2024-02-23,148039.97002500232
2024-02-24,148039.97002500232
2024-02-25,148039.97002500232
2024-02-26,148588.0061864894
2024-02-27,144353.57489785203
2024-02-28,142079.28792685465
2024-02-29,142989.09663171676
2024-03-01,145636.31876085867
2024-03-02,145636.31876085867
2024-03-03,145636.31876085867
2024-03-04,146512.11368644974
2024-03-05,151894.3388398491
2024-03-06,150657.8970503942
2024-03-07,152096.9612477636
2024-03-08,152096.9612477636
2024-03-09,152096.9612477636
2024-03-10,152096.9612477636
2024-03-11,150214.3749105357
2024-03-12,148179.53519077742
2024-03-13,155241.88777805353
2024-03-14,153106.06147279183
2024-03-15,152720.74770900008
2024-03-16,152720.74770900008
2024-03-17,152720.74770900008
2024-03-18,152859.70951795223
2024-03-19,157785.44156479856
2024-03-20,157439.1101245464
2024-03-21,157934.90180606706
2024-03-22,157491.96162485087
2024-03-23,157491.96162485087
2024-03-24,157491.96162485087
2024-03-25,157491.96162485087
2024-03-26,156775.20395743972
2024-03-27,155289.5272587182
2024-03-28,155811.81926658045
2024-03-29,155811.81926658045
2024-03-30,155811.81926658045
2024-03-31,155811.81926658045
2024-04-01,156089.81046727818
2024-04-02,156604.93408135432
2024-04-03,157124.82193577074
2024-04-04,160591.5090110909
2024-04-05,161837.12153577502
2024-04-06,161837.12153577502
2024-04-07,161837.12153577502
2024-04-08,158812.92817350835
2024-04-09,161656.51339935279
2024-04-10,162210.04774567863
2024-04-11,162210.04774567863
2024-04-12,160646.42654371494
2024-04-13,160646.42654371494
2024-04-14,160646.42654371494
2024-04-15,160784.98818632675
2024-04-16,157192.32455737542
2024-04-17,157192.32455737542
2024-04-18,155427.06280548713
2024-04-19,154737.979919057
2024-04-20,154737.979919057
2024-04-21,154737.979919057
2024-04-22,154870.38056753416
2024-04-23,155511.56948265305
2024-04-24,154967.8633626532
2024-04-25,154456.9406768767
2024-04-26,155688.77280926722
2024-04-27,155688.77280926722
2024-04-28,155688.77280926722
2024-04-29,152450.74918618135
2024-04-30,152670.2736338679
2024-05-01,152670.2736338679
2024-05-02,154936.18940228602
2024-05-03,157022.4107982399
2024-05-04,157022.4107982399
2024-05-05,157022.4107982399
2024-05-06,158822.92369894416
2024-05-07,160479.11199417748
2024-05-08,158596.3069304312
2024-05-09,160289.4275562875
2024-05-10,161293.45883163772
2024-05-11,161293.45883163772
2024-05-12,161293.45883163772
2024-05-13,163357.14103497023
2024-05-14,166033.4512860346
2024-05-15,164049.26547300455
2024-05-16,165124.90137977625
2024-05-17,166293.81732910877
2024-05-18,166293.81732910877
2024-05-19,166293.81732910877
2024-05-20,166293.81732910877
2024-05-21,166552.40530292675
2024-05-22,168410.21257643646
2024-05-23,168257.2254203338
2024-05-24,168355.08936159275
